model_id,display_name,provider,availability,ability_anchor,benchmark_name,source_model_name,source_normalized_score,direct_for_model,relative_delta,sample_size,evidence_confidence,uncertainty_width,source_url,results_url,source_version,source_retrieved_at,notes
gpt-5.5,GPT-5.5,OpenAI,callable_in_repository,0.782,SWE-bench Verified via OpenHands Index,GPT-5.5,0.782,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
gpt-5.4-mini,GPT-5.4 Mini,OpenAI,callable_in_repository,0.6559999999999999,SWE-bench Verified via OpenHands Index,GPT-5.4,0.7559999999999999,False,-0.1,500,low,0.14,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Series-relative estimate: GPT-5.4 0.756 plus configured delta -0.100; not a direct benchmark result.
claude-opus-4-8,Claude Opus 4.8,Anthropic,callable_in_repository,0.838,SWE-bench Verified via OpenHands Index,claude-opus-4-8,0.838,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
claude-sonnet-5,Claude Sonnet 5,Anthropic,callable_in_repository,0.778,SWE-bench Verified via OpenHands Index,claude-opus-4-8,0.838,False,-0.06,500,low,0.14,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Series-relative estimate: claude-opus-4-8 0.838 plus configured delta -0.060; not a direct benchmark result.
gemini-3.5-flash,Gemini 3.5 Flash,Google,callable_in_repository,0.7859999999999999,SWE-bench Verified via OpenHands Index,Gemini-3.5-Flash,0.7859999999999999,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,callable_in_repository,0.6719999999999999,SWE-bench Verified via OpenHands Index,DeepSeek-V4-Pro,0.732,False,-0.06,500,low,0.14,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Series-relative estimate: DeepSeek-V4-Pro 0.732 plus configured delta -0.060; not a direct benchmark result.
deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,callable_in_repository,0.732,SWE-bench Verified via OpenHands Index,DeepSeek-V4-Pro,0.732,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
glm-5.1,GLM 5.1,Zhipu AI,callable_in_repository,0.75,SWE-bench Verified via OpenHands Index,GLM-5.1,0.75,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
kimi-k2.6,Kimi K2.6,Moonshot AI,callable_in_repository,0.746,SWE-bench Verified via OpenHands Index,Kimi-K2.6,0.746,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
qwen3.5-flash,Qwen 3.5 Flash,Alibaba Cloud,callable_in_repository,0.62,SWE-bench Verified via OpenHands Index,Qwen3.5-Flash,0.62,True,0.0,500,medium,0.08,https://huggingface.co/datasets/OpenHands/openhands-index,https://github.com/OpenHands/openhands-index-results/tree/3015ac612e7196f428e6e8a3948965d32d9a3331,v2026.06.30-3015ac6,2026-07-27,Direct aggregate anchor from the pinned OpenHands Index SWE-bench evaluation; agent-harness dependent.
